id,predict_0,predict_1,predict_2
2,0.615634381771088,0.384176880121231,0.000104629987617955
3,0.74179881811142,0.245715096592903,0.0123959155753255
4,0.861464321613312,0.137261509895325,0.00120928487740457
7,0.442394286394119,0.529625415802002,0.0278169065713882
9,0.0714890360832214,0.911478996276855,0.0169319026172161
10,0.974340260028839,0.0245889630168676,0.00104956841096282
11,0.701635181903839,0.298207312822342,0.0000873073222464882
12,0.911309063434601,0.0867505297064781,0.00186475657392293
14,0.46137797832489,0.533389091491699,0.00511143589392304
15,0.949598073959351,0.050307609140873,0.0000523032285855152
16,0.433906555175781,0.435549706220627,0.130431056022644
17,0.823504149913788,0.173367783427238,0.00305892596952617
18,0.999489307403564,0.000498783774673939,0.00000658255157759413
21,0.119201101362705,0.817660510540009,0.0630479902029037
22,0.964996337890625,0.0349276848137379,0.0000420949290855788
25,0.834010422229767,0.161975726485252,0.00398786505684257
30,0.963437974452972,0.0364857688546181,0.0000423057863372378
32,0.439995884895325,0.559767425060272,0.000140668867970817
34,0.771755337715149,0.0981034860014915,0.130012601613998
35,0.220262408256531,0.765676915645599,0.0140017997473478
36,0.927292943000793,0.0726196318864822,0.0000484480187878944
37,0.852515995502472,0.143919169902802,0.00345809222199023
39,0.962865769863129,0.0333012193441391,0.00380640476942062
40,0.450876653194427,0.1239298209548,0.425108730792999
41,0.39138188958168,0.608450353145599,0.0000929930174606852
42,0.266370356082916,0.717369318008423,0.0161704085767269
45,0.329820394515991,0.210283488035202,0.45976847410202
46,0.964064538478851,0.0358723886311054,0.0000349839938280638
47,0.934387028217316,0.0580734685063362,0.00748713174834847
48,0.169717565178871,0.0396443083882332,0.79058438539505
50,0.100333333015442,0.847313344478607,0.0521904453635216
51,0.165143057703972,0.82488888502121,0.00987715180963278
52,0.997302770614624,0.00266936956904829,0.0000154154367919546
56,0.596211314201355,0.403257697820663,0.000437454553321004
58,0.756541967391968,0.24263209104538,0.00073238811455667
62,0.995424211025238,0.00454048858955503,0.0000195687680388801
63,0.99464875459671,0.00529349502176046,0.0000320437939080875
65,0.0109755070880055,0.0495649464428425,0.939440906047821
66,0.292758285999298,0.233381152153015,0.473751932382584
70,0.464049398899078,0.203751817345619,0.332057505846024
71,0.971046686172485,0.0277451872825623,0.00118429074063897
72,0.668597221374512,0.23601421713829,0.0952305197715759
73,0.974719107151031,0.0252388063818216,0.0000283822846540716
74,0.364608466625214,0.635126113891602,0.000147145328810439
76,0.863120019435883,0.136696875095367,0.000101511330285575
77,0.911496520042419,0.0723121762275696,0.016123766079545
78,0.347704529762268,0.189229533076286,0.463003426790237
82,0.174482211470604,0.807557821273804,0.0178446285426617
85,0.430781036615372,0.146514028310776,0.422562718391418
86,0.98725813627243,0.0126914875581861,0.0000279194846370956
87,0.658105969429016,0.321673482656479,0.0201165601611137
95,0.994240283966064,0.00572304520756006,0.000020341103663668
96,0.0632323622703552,0.0147678880020976,0.921981811523438
97,0.83447402715683,0.0525701008737087,0.112899757921696
98,0.981108367443085,0.018832940608263,0.0000325628316204529
100,0.962865769863129,0.0333012193441391,0.00380640476942062
101,0.924391686916351,0.075497105717659,0.0000660954901832156
102,0.956889808177948,0.0430256389081478,0.0000468980397272389
103,0.536110937595367,0.460333466529846,0.00348354317247868
106,0.689643740653992,0.15059569478035,0.159643933176994
108,0.42595973610878,0.573845446109772,0.000107967185613234
109,0.852515995502472,0.143919169902802,0.00345809222199023
110,0.852515995502472,0.143919169902802,0.00345809222199023
113,0.731460332870483,0.144416034221649,0.124058298766613
114,0.820986211299896,0.176497712731361,0.00243639154359698
116,0.953391194343567,0.0364154130220413,0.0101572638377547
117,0.72339916229248,0.243488818407059,0.033016312867403
118,0.543798744678497,0.424181163311005,0.0319140404462814
121,0.996903955936432,0.00301623716950417,0.0000567068236705381
122,0.973322033882141,0.0252914577722549,0.00136366568040103
123,0.940767228603363,0.0567379593849182,0.00242218980565667
124,0.989180862903595,0.0107724163681269,0.0000258609343291027
126,0.363166600465775,0.636215806007385,0.000532553181983531
127,0.828239142894745,0.161430507898331,0.0102588664740324
128,0.726182878017426,0.272166281938553,0.00155303592327982
133,0.358682453632355,0.599414944648743,0.0418125540018082
136,0.111662082374096,0.413219124078751,0.474995255470276
137,0.657700598239899,0.342154085636139,0.0000805459640105255
140,0.683255434036255,0.315992176532745,0.000706489139702171
141,0.094087190926075,0.905794203281403,0.0000705024212948047
143,0.848310470581055,0.110016606748104,0.0416056662797928
144,0.983456432819366,0.0165056698024273,0.0000255590657616267
145,0.183000802993774,0.0355274863541126,0.78141725063324
147,0.3837069272995,0.15948124229908,0.456701278686523
148,0.182617411017418,0.817112445831299,0.000235776402405463
150,0.730766117572784,0.260889023542404,0.00829869695007801
151,0.926218867301941,0.0656441748142242,0.00808148272335529
153,0.879495084285736,0.108431816101074,0.0120238391682506
155,0.953365981578827,0.0465693548321724,0.0000435986803495325
156,0.780436456203461,0.216477528214455,0.00298827677033842
160,0.236973002552986,0.730771005153656,0.032123938202858
163,0.32546529173851,0.29098516702652,0.383423954248428
164,0.74157190322876,0.254981249570847,0.00334358611144125
165,0.516092002391815,0.454906493425369,0.0289065539836884
166,0.981602609157562,0.0183436907827854,0.0000297397273243405
167,0.861728429794312,0.108801878988743,0.0293893981724977
168,0.869863510131836,0.130014196038246,0.0000678097931086086
169,0.984137415885925,0.0155312549322844,0.000317461381200701
170,0.0507772490382195,0.0141960363835096,0.935007333755493
171,0.724498808383942,0.275297284126282,0.000113055444671772
172,0.150900915265083,0.0279311388731003,0.821128606796265
173,0.214834779500961,0.783112823963165,0.00197461363859475
174,0.062628909945488,0.898276031017303,0.0390152148902416
175,0.974428236484528,0.0245999842882156,0.000952583330217749
176,0.297382205724716,0.330940753221512,0.371552854776382
180,0.800751209259033,0.196448281407356,0.00271179084666073
181,0.116717889904976,0.0222612917423248,0.860986411571503
182,0.251669526100159,0.738381147384644,0.00985377933830023
185,0.730861723423004,0.268614113330841,0.000443670229287818
186,0.94343364238739,0.052727572619915,0.00381347071379423
187,0.863310515880585,0.117673993110657,0.0189446620643139
189,0.125347703695297,0.85971474647522,0.0148497428745031
192,0.135072737932205,0.859246075153351,0.00562662072479725
194,0.98909455537796,0.0108765903860331,0.0000194386066141305
195,0.819053471088409,0.17734606564045,0.00349265709519386
197,0.977256536483765,0.0226906575262547,0.0000355800839315634
198,0.904641151428223,0.0952357202768326,0.0000859748324728571
201,0.999113500118256,0.000869877869263291,0.00000918199839361478
